"NAME","CODE","DESC","CATEGORY","TERMINOLOGY","OUTCOME","COVARIATE"
"HYPERTENSION_DRUGS","15182211000001101","Ramipril 10mg capsules (Sigma Pharmaceuticals Plc) (product)                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","15197111000001105","Trandolapril 500microgram capsules (Sigma Pharmaceuticals Plc) (product)                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","15237211000001108","Nicardipine 20mg capsules (Sigma Pharmaceuticals Plc) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","15654111000001108","Valsartan 160mg/5ml oral solution (Special Order) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","15655311000001109","Amlodipine 2mg/5ml oral solution (Special Order) (product)                                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","157511000001105","Horizem SR 90mg capsules (Horizon lifecare) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","15866711000001102","Clonidine 300micrograms/24hours transdermal patches (Special Order) (product)                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","15968211000001100","Atenolol 50mg tablets (Zanza Laboratories Ltd) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16133111000001106","Accuretic 12.5mg/10mg tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16145911000001106","Cardicor 7.5mg tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16160311000001106","Dytac 50mg capsules (Lexon (UK) Ltd) (product)                                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16182411000001100","Frumil 5mg/40mg tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16183811000001106","Felodipine 10mg modified-release tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16194211000001109","Lacidipine 2mg tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16206511000001101","Micardis 20mg tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16208111000001109","Motens 2mg tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16254211000001103","Accupro 10mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16263911000001101","Aprovel 300mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16273011000001109","Teveten 600mg tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16331111000001101","Viskaldix tablets (Lexon (UK) Ltd) (product)                                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16459311000001106","Celectol 400mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16460311000001107","Generic Timolol 10mg / Amiloride 2.5mg / Hydrochlorothiazide 25mg tablets (product)                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16510511000001105","Half Inderal LA 80mg capsules (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                        ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16522611000001103","Cozaar-Comp 100mg/12.5mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16539811000001107","Adalat retard 20mg tablets (Stephar (U.K.) Ltd) (product)                                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16555211000001109","Micardis 40mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16560611000001108","Diovan 160mg capsules (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","21911311000001100","Verapamil 40mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","21911511000001106","Verapamil 80mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","21924511000001102","Indapamide 2.5mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","21939011000001108","Co-amilofruse 5mg/40mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","21992611000001103","Losartan 100mg / Hydrochlorothiazide 12.5mg tablets (Sandoz Ltd) (product)                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22006511000001106","Co-amilofruse 10mg/80mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22063511000001104","Lercanidipine 10mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22072211000001102","Lisinopril 2.5mg tablets (Waymade Healthcare Plc) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22212711000001108","Guanethidine 10mg/1ml solution for injection ampoules (Sovereign Medical Ltd) (product)                                                                                                                                                                        ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22338411000001102","Losartan 100mg tablets (Aptil Pharma Ltd) (product)                                                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22380811000001105","Raporsin XL 4mg tablets (Arrow Generics Ltd) (product)                                                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22617011000001105","Bendroflumethiazide 5mg tablets (Doncaster Pharmaceuticals Ltd) (product)                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22682211000001101","Triamterene 50mg capsules (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22944511000001101","Candesartan 8mg tablets (Ranbaxy (UK) Ltd) (product)                                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22947511000001109","Candesartan 2mg tablets (Ranbaxy (UK) Ltd) (product)                                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","23479611000001106","Captopril 50mg tablets (Accord Healthcare Ltd) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30099211000001106","Sotalol 160mg tablets (DE Pharmaceuticals) (product)                                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30122411000001102","Doxazosin 1mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30123811000001108","Doxazosin 4mg tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","30172911000001106","Hydralazine 20mg powder for concentrate for solution for injection ampoules (AMCo) (product)                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318902004","Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug)                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318783003","Product containing precisely doxazosin (as doxazosin mesylate) 4 milligram/1 each conventional release oral tablet (clinical drug)                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318900007","Product containing precisely ramipril 1.25 milligram/1 each conventional release oral capsule (clinical drug)                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37348411000001102","Nebilet 5mg tablets (CST Pharma Ltd) (product)                                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37394711000001108","Frumil 40mg/5mg tablets (CST Pharma Ltd) (product)                                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37398611000001109","Celectol 200mg tablets (CST Pharma Ltd) (product)                                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37400011000001109","Tildiem 60mg modified-release tablets (CST Pharma Ltd) (product)                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37422711000001102","Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (DE Pharmaceuticals) (product)                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37518011000001104","Micardis 40mg tablets (CST Pharma Ltd) (product)                                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37554011000001102","Plendil 2.5mg modified-release tablets (Mawdsley-Brooks & Company Ltd) (product)                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37705111000001107","Chlortalidone 50mg tablets (CST Pharma Ltd) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37726411000001100","Nebivolol 2.5mg tablets (Pilsco Ltd) (product)                                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318009005","Frusemide 10mg/mL injection solution 5mL ampule (product)                                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","318585008","Propranolol hydrochloride 160mg / bendrofluazide 5mg m/r capsule (product)                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","3480811000001107","Losartan 100mg tablets (product)                                                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37892911000001103","Amlodipine 10mg tablets (Dawa Ltd) (product)                                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","3805811000001108","Perindopril 8mg tablets (product)                                                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","3819111000001102","Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8153611000001109","Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets (product)                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37905011000001100","Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets (Thornton & Ross Ltd) (product)                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","37906011000001109","Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets (Thornton & Ross Ltd) (product)                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","38115111000001108","Adizem-SR 120mg capsules (DE Pharmaceuticals) (product)                                                                                                                                                                                                        ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","38169911000001107","Tildiem LA 300mg capsules (DE Pharmaceuticals) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","38250011000001107","Vascalpha 5mg modified-release tablets (NorthStar Healthcare Unlimited Company) (product)                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","38621411000001106","Propranolol 40mg tablets (Morningside Healthcare Ltd) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10065211000001107","Diltiazem 90mg modified-release tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10347511000001109","Acebutolol 400mg tablets (Unichem Plc) (product)                                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10383311000001103","Atenolol 100mg tablets (Arrow Generics Ltd) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10397111000001109","Co-amilozide 5mg/50mg tablets (Arrow Generics Ltd) (product)                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10398711000001106","Co-tenidone 50mg/12.5mg tablets (Arrow Generics Ltd) (product)                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10483611000001104","Zestoretic 10 tablets (PI) (Waymade Ltd) (product)                                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10505611000001108","Innovace 20mg tablets (PI) (Dowelhurst Ltd) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10597211000001100","Diazoxide 25mg capsules (product)                                                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10639711000001103","Nifedipine 30mg modified-release tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10646511000001102","Cardene I.V. 25mg/10ml solution for injection ampoules (ESP Pharma, Inc) (product)                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10847911000001100","Cardene SR 30mg capsules (PI) (Waymade Ltd) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","11010111000001102","Bendroflumethiazide 5mg tablets (Dr Reddy's Labs) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12429611000001104","Chlorothiazide 15mg/5ml oral suspension (Special Order) (product)                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12431811000001103","Chlorothiazide 143mg/5ml oral suspension (product)                                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12456311000001103","Chlorothiazide 24mg/5ml oral suspension (Special Order) (product)                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12467411000001100","Chlorothiazide 30mg/5ml oral solution (Special Order) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12470211000001107","Chlorothiazide 40mg/5ml oral solution (Special Order) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12504011000001106","Chlorothiazide 33mg/5ml oral suspension (product)                                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12504111000001107","Chlorothiazide 375mg/5ml oral solution (product)                                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12506611000001108","Hydrochlorothiazide 20mg/5ml oral suspension (product)                                                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12509911000001106","Hydrochlorothiazide 60.8mg/5ml oral solution (Special Order) (product)                                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12520311000001108","Hydralazine 2.5mg/5ml oral suspension (Special Order) (product)                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12525311000001101","Hydralazine 5mg/5ml oral solution (Special Order) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","23310211000001101","Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","7498511000001103","Quinapril 10mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16067611000001105","Sotalol 40mg tablets (Bristol Laboratories Ltd) (product)                                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8350511000001107","Captopril 3mg/5ml oral solution (product)                                                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","7657311000001101","Catapres TTS 2 patches (Boehringer Ingelheim Ltd) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","552311000001106","Co-tenidone 50mg/12.5mg tablets (Sandoz Ltd) (product)                                                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8358311000001104","Chlorothiazide 100mg/5ml oral suspension (product)                                                                                                                                                                                                             ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","4557711000001102","Furosemide 40mg / Potassium 8mmol modified-release tablets (product)                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8671611000001108","Prazosin 1mg/5ml oral solution (product)                                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8452711000001107","Diazoxide 100mg/5ml oral suspension (product)                                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","36061311000001109","Furosemide 20mg / Potassium chloride 750mg (potassium 10mmol) modified-release tablets (product)                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","24615311000001106","Diltiazem 120mg modified-release capsules (Ethigen Ltd) (product)                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8359111000001108","Chlorothiazide 50mg/5ml oral suspension (product)                                                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8348211000001109","Captopril 20mg/5ml oral solution (product)                                                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","24509711000001103","Doxazosin 1mg/5ml oral solution (product)                                                                                                                                                                                                                      ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","9803311000001102","Spironolactone 50mg tablets (Almus Pharmaceutical Ltd) (product)                                                                                                                                                                                               ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","524011000001103","Co-amilozide 2.5mg/25mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","653711000001109","Bisoprolol 5mg tablets (Ranbaxy (UK) Ltd) (product)                                                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","23165911000001107","Timolol 10mg tablets (Focus Pharmaceuticals Ltd) (product)                                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","19632311000001106","Valsartan 320mg tablets (Teva UK Ltd) (product)                                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","23669511000001103","Telmisartan 80mg tablets (Actavis UK Ltd) (product)                                                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","10412211000001105","Ramipril 2.5mg capsules (Arrow Generics Ltd) (product)                                                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","16569411000001100","Indapamide 1.5mg modified-release tablets (Niche Generics Ltd) (product)                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","17611000001107","Co-amilozide 5mg/50mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","4669111000001107","Aldactide 50 tablets (Pfizer Ltd) (product)                                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8668411000001106","Metoprolol 12.5mg/5ml oral suspension (product)                                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8726911000001102","Sotalol 25mg/5ml oral suspension (product)                                                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","34678111000001109","Candesartan 4mg tablets (Almus Pharmaceuticals Ltd) (product)                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","19871011000001106","Ramipril 2.5mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd) (product)                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","143311000001108","Co-tenidone 50mg/12.5mg tablets (Approved Prescription Services) (product)                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","18111000001103","Lisinopril 5mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","18743911000001105","Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets (Teva UK Ltd) (product)                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","7376311000001107","Amlodipine 5mg tablets (Sandoz Ltd) (product)                                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","382611000001108","Amiloride 5mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","27864211000001102","Lacidipine 2mg tablets (Dr Reddy's Laboratories (UK) Ltd) (product)                                                                                                                                                                                            ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","395516007","Product containing precisely chlorothiazide 250 milligram/1 each conventional release oral tablet (clinical drug)                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","34678811000001102","Candesartan 16mg tablets (Almus Pharmaceuticals Ltd) (product)                                                                                                                                                                                                 ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","13845511000001102","Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd) (product)                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","8671311000001103","Perindopril 4mg/5ml oral suspension (product)                                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","242811000001109","Co-amilofruse 2.5mg/20mg tablets (Approved Prescription Services) (product)                                                                                                                                                                                    ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","9793111000001104","Bendroflumethiazide 5mg tablets (Almus Pharmaceutical Ltd) (product)                                                                                                                                                                                           ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","22311000001107","Labetalol 200mg tablets (A A H Pharmaceuticals Ltd) (product)                                                                                                                                                                                                  ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","17204411000001109","Methyldopa 500mg tablets (Sovereign Medical Ltd) (product)                                                                                                                                                                                                     ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","17796011000001102","Bendroflumethiazide 2.5mg tablets (Phoenix Healthcare Distribution Ltd) (product)                                                                                                                                                                              ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","28405011000001105","Diltiazem 120mg modified-release capsules (AM Distributions (Yorkshire) Ltd) (product)                                                                                                                                                                         ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","13373911000001106","Spironolactone 40mg/5ml oral solution (product)                                                                                                                                                                                                                ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","166411000001101","Labetalol 400mg tablets (Generics (UK) Ltd) (product)                                                                                                                                                                                                          ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","18463611000001104","Losartan 100mg tablets (Accord Healthcare Ltd) (product)                                                                                                                                                                                                       ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","12034811000001105","Furosemide 100mg/5ml oral solution (product)                                                                                                                                                                                                                   ",NA,"DMD",0,1
"HYPERTENSION_DRUGS","158411000001105","Bi-Carzem XL 300mg capsules (Tillomed Laboratories) (product)                                                                                                                                                                                                  ",NA,"DMD",0,1
